id,'duration','protocol_type','service','flag','src_bytes','dst_bytes','land','wrong_fragment','urgent','hot','num_failed_logins','logged_in','num_compromised','root_shell','su_attempted','num_root','num_file_creations','num_shells','num_access_files','is_host_login','is_guest_login','count','srv_count','serror_rate','srv_serror_rate','rerror_rate','srv_rerror_rate','same_srv_rate','diff_srv_rate','srv_diff_host_rate','dst_host_count','dst_host_srv_count','dst_host_same_srv_rate','dst_host_diff_srv_rate','dst_host_same_src_port_rate','dst_host_srv_diff_host_rate','dst_host_serror_rate','dst_host_srv_serror_rate','dst_host_rerror_rate','dst_host_srv_rerror_rate','class', 'host_ip'
715,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,13,1,1,0,0,0.07,0.1,0,255,13,0.05,0.1,0,0,1,1,0,0,1,189.26.29.158
716,0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1,0,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0,1,23.208.78.120
717,0,udp,domain_u,SF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,49,49,1,0,1,0,0,0,0,0,0,88.121.222.89
718,0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1,1,1,0,0,0.01,0.08,0,255,1,0,0.09,0,0,1,1,0,0,1,29.198.13.66
719,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.66,0.51,0,0,0,0.51,1,1,202.12.7.61
720,0,tcp,http,SF,218,2563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,152,1,0,0.33,0.03,0,0,0,0,0,3.92.218.254
721,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,20,0,0,0,0,0.04,0.96,0,255,20,0.08,0.93,0.99,0,0,0,0,0,0,169.156.146.2
722,0,udp,private,SF,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,0,211.116.59.73
723,0,udp,private,SF,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.91,0,0,0,0,0,0,99.120.248.183
724,0,tcp,http,SF,215,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,96,255,1,0,0.01,0.06,0,0,0,0,0,204.79.80.42
725,0,icmp,ecr_i,SF,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,2,13,0.5,1,0.5,0.54,0,0,0,0,1,49.40.86.162
726,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,11.52.231.147
727,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,1,0,1,2,42,1,0,1,0.5,0,0,0,0,1,74.216.180.243
728,0,tcp,pop_3,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,216,85,0.33,0.01,0,0.02,1,1,0,0,1,12.190.84.38
729,0,tcp,ftp_data,SF,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,43,13,0.3,0.09,0.3,0,0,0,0.05,0,0,31.165.109.175
730,0,tcp,http,SF,330,1762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,0,145.143.98.27
731,0,tcp,http,SF,331,1299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,144.231.21.124
732,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,79.92.22.169
733,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,251,0.98,0.01,0.01,0,0,0,0,0,1,43.73.138.232
734,0,tcp,http,SF,141,4039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,21,255,1,0,0.05,0.05,0,0,0,0,0,1.115.55.125
735,0,tcp,ftp_data,SF,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,47,48,0.17,0.11,0.17,0.04,0,0,0.02,0,0,44.142.190.233
736,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.06,0,0.94,1,1,106.95.248.86
737,0,udp,domain_u,SF,43,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,211,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,0,151.145.15.224
738,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,18,18,1,0,1,0,0,0,0,0,0,160.130.109.153
739,0,tcp,ftp_data,SF,139508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,1,0.33,0.67,0.33,0,0,0,0.67,0,1,166.226.211.124
740,0,tcp,uucp_path,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.06,0,0,0,0,1,1,1,180.158.236.244
741,0,tcp,smtp,SF,1028,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,13,0.87,0.2,0.07,0,0,0,0,0,0,104.120.156.155
742,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,219,0.86,0.13,0,0,0,0,0.13,0,1,207.116.46.131
743,3,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,239,0.94,0.01,0,0,0,0,0.02,0.02,1,114.56.79.142
744,0,tcp,http,SF,317,1203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,37,255,1,0,0.03,0.05,0.03,0.01,0,0,0,180.239.59.174
745,0,tcp,http,SF,218,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,0,110.44.236.243
746,0,tcp,smtp,SF,763,371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,91,195,0.87,0.04,0.01,0.01,0,0,0,0.01,0,49.116.103.72
747,0,tcp,http,SF,223,1317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,1,0,0,186,255,1,0,0.01,0.01,0,0,0,0,0,12.29.84.2
748,0,tcp,http,SF,292,4223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,0,9.39.255.171
749,0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,12,0.05,0.02,0,0,0,0,0,0.08,1,18.29.168.65
750,0,tcp,http,SF,214,4368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,191.39.225.202
751,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,18,0,0,1,1,0.14,0.05,0,255,18,0.07,0.05,0,0,0,0,1,1,1,5.52.166.15
752,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,95.193.57.88
753,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0.75,1,0,0.75,172,85,0.33,0.03,0.01,0.02,0,0,0.88,0.66,1,87.173.165.39
754,0,udp,private,SF,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,327,0,0,0,0,1,0,0,255,255,1,0,0.99,0,0,0,0,0,0,191.61.59.56
755,0,tcp,telnet,RSTO,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0.4,1,0,0.6,210,85,0.33,0.02,0,0.02,0,0.01,0.89,0.71,1,184.33.16.21
756,0,tcp,http,SF,338,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,131.126.136.133
757,0,udp,domain_u,SF,44,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,230,0,0,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,0,0,0,77.66.137.157
758,282,tcp,ftp,SF,161,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,97,0.38,0.03,0,0,0,0,0,0,1,108.45.244.153
759,0,tcp,http,RSTR,54540,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,255,255,1,0,0,0,0,0,0.07,0.07,1,3.147.95.81
760,0,tcp,http,SF,302,658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,0,159.211.71.232
761,0,tcp,http,SF,301,3845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,130.83.237.100
762,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,8,14,1,0,1,0.21,0,0,0,0,1,47.215.252.105
763,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,1,0,0.19,255,255,1,0,0.01,0,0,0,0,0,0,76.225.106.145
764,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,18,0.32,0.56,0.68,0.44,0.07,0.06,0,255,18,0.07,0.07,0,0,0.31,0.56,0.69,0.44,1,120.182.232.222
765,0,tcp,smtp,SF,1663,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24,173,0.79,0.12,0.04,0.01,0,0,0,0,0,118.92.2.89
766,7446,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,203,0.8,0.02,0,0,0.31,0.34,0.01,0.01,1,142.72.118.60
767,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,3,0.01,0,0.99,1,0.01,0.06,0,255,3,0.01,0.07,0,0,0.02,0,0.98,1,1,4.126.29.209
768,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,160,0,0,0,0,1,0,0.01,255,208,0.82,0.01,0.01,0,0,0,0,0,0,37.230.133.46
769,0,tcp,http,SF,312,1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0.33,1,254,1,0,1,0.06,0,0,0,0,0,13.197.151.22
770,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0.02,0.69,0,255,1,0,0.92,0.24,0,0.11,0,0.65,0,1,121.94.191.163
771,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,7,1,1,0,0,0.03,0.06,0,255,7,0.03,0.06,0,0,1,1,0,0,1,36.246.20.7
772,0,udp,domain_u,SF,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,0.25,255,248,0.97,0.01,0,0,0,0,0,0,0,125.5.54.15
773,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,37,76,0.22,0.16,0.22,0.03,0,0,0,0,1,64.58.250.106
774,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0.64,0.64,0.33,0.33,1,0,0,255,255,1,0,0,0,0.14,0.14,0.7,0.7,1,32.74.10.153
775,0,tcp,ftp_data,SF,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,4,0.02,0.02,0.02,0,0.87,0,0.01,0,0,133.40.183.0
776,0,tcp,http,SF,294,5207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0.5,20,251,1,0,0.05,0.04,0,0,0,0,0,124.33.12.154
777,0,tcp,http,SF,202,2996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,52,0,0,0,0,1,0,0.06,255,255,1,0,0,0,0,0,0,0,0,90.127.63.144
778,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,8,0,0,1,1,0.06,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1,1,64.128.31.64
779,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.06,0,0,0,0,1,1,1,181.226.55.83
780,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,140,0,0,0,0,1,0,0.01,255,254,1,0.01,0.01,0,0,0,0,0,0,119.103.247.248
781,0,tcp,smtp,SF,1428,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,175,93,0.25,0.03,0.01,0.02,0,0,0,0.01,0,34.131.144.46
782,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,14,0,0,1,1,0.1,0.05,0,255,14,0.05,0.05,0,0,0,0,1,1,1,43.72.124.191
783,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,15,1,1,0,0,0.06,0.07,0,255,15,0.06,0.07,0,0,1,1,0,0,1,187.121.44.7
784,0,tcp,http,SF,316,2147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,45,245,1,0,0.02,0.02,0,0,0,0,0,36.255.21.145
785,0,tcp,http,SF,162,13985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,23,0.5,0.04,0,0,1,0,0.09,255,255,1,0,0,0,0.01,0.01,0,0,0,84.246.215.201
786,0,tcp,http,SF,250,1359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,8,250,1,0,0.12,0.06,0,0,0,0,0,183.225.109.112
787,0,tcp,http,SF,323,29679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,190,1,0,0.5,0.09,0,0,0,0,0,31.128.42.156
788,918,tcp,http,RSTR,61504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,28,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.56,0.56,1,60.13.169.91
789,0,tcp,http,SF,233,2103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.8,2,255,1,0,0.5,0.02,0,0,0,0,0,161.19.170.38
790,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,94.110.36.62
791,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.15,0,0.85,1,0,1,0,255,1,0,0.49,0,0,0.05,0,0.49,1,1,207.114.143.153
792,0,tcp,smtp,SF,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26,130,0.62,0.15,0.04,0.02,0,0,0,0,0,1.152.165.12
793,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,8,1,0,1,0.25,0,0,0,0,1,173.14.1.221
794,1,tcp,smtp,SF,1684,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,255,4,0.02,0.02,0,0,0,0,0.04,0,0,194.76.112.8
795,0,tcp,http,SF,249,47582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,78,255,1,0,0.01,0.04,0,0,0,0,0,93.125.13.75
796,0,tcp,http,SF,298,5989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,113,251,1,0,0.01,0.04,0,0,0,0,0,172.161.138.174
797,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,214,195,0.91,0.01,0,0,0,0,0.05,0,1,195.29.217.70
798,0,tcp,http,SF,287,4268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,1,0,0.14,51,255,1,0,0.02,0.05,0,0,0,0,0,188.229.234.232
799,804,tcp,http,RSTR,57964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,73,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.41,0.41,1,186.93.185.48
800,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0.18,0,0.8,1,0.02,1,0,255,1,0,0.21,0,0,0.05,0,0.14,1,1,124.14.243.54
801,0,tcp,http,SF,220,740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,34,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,0,205.1.110.189
802,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,0,0,1,1,0.17,0.08,0,255,20,0.08,0.06,0,0,0,0,1,1,1,94.119.187.9
803,0,tcp,http,SF,235,3702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,24,177,1,0,0.04,0.05,0,0,0,0,0,66.181.84.213
804,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,0,0,1,1,0,0.06,0,255,1,0,0.06,0,0,0,0,1,1,1,145.135.84.186
805,0,tcp,http,SF,214,7487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,13,251,1,0,0.08,0.03,0,0,0,0,0,12.50.194.220
806,7606,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,174,0.68,0.02,0,0,0.46,0.44,0.01,0.01,1,16.56.53.1
807,0,tcp,ftp_data,SF,5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,47,22,0.47,0.09,0.47,0,0,0,0,0,0,199.145.26.24
808,0,tcp,http,SF,320,454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,20.155.64.233
809,7253,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,246,0.96,0.02,0,0,0.27,0.28,0.01,0,1,165.173.213.0
810,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,1,33.6.70.77
811,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,76,0.3,0.62,0,0,0.2,0.67,0.61,0,1,103.83.95.83
812,0,icmp,eco_i,SF,40008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,117,145,0.06,0.04,0.06,0.48,0,0,0.03,0,0,205.90.174.167
813,8048,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,76,0.3,0.03,0,0,0.01,0.03,0.11,0.17,1,122.192.78.163
814,0,tcp,http,SF,218,983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,0,56.244.103.81
815,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,4,1,0,1,0.5,0,0,0,0,1,145.175.82.251
816,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,1,0,1,81,11,0.14,0.06,0.01,0,0.01,0,0.85,1,1,221.115.139.20
817,0,tcp,http,SF,214,949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,55,247,1,0,0.02,0.01,0,0,0,0,0,210.25.196.209
818,0,tcp,http,SF,186,47824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,255,1,0,0.33,0.08,0,0,0,0,0,57.28.254.169
819,0,tcp,http,SF,219,746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,95,253,1,0,0.01,0.05,0,0,0,0,0,83.116.45.126
820,0,tcp,http,SF,222,1718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,170.103.87.241
821,0,tcp,exec,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,0,0,1,1,0.01,0.08,0,255,1,0,0.06,0,0,0,0,1,1,1,188.112.82.105
822,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,0,0,1,1,0.06,0.06,0,255,8,0.03,0.06,0,0,0.02,0,0.98,1,1,136.171.77.255
823,0,tcp,http,SF,217,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,58,243,1,0,0.02,0.03,0,0,0,0,0,8.153.17.161
824,0,tcp,ftp_data,SF,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,93,51,0.09,0.04,0.09,0.04,0,0,0.01,0,0,215.213.134.191
825,0,tcp,http,SF,240,4120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,48,255,1,0,0.02,0.04,0,0,0,0,0,145.155.156.229
826,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,10,0,0,1,1,0.04,0.06,0,255,10,0.04,0.07,0,0,0,0,1,1,1,211.137.185.131
827,0,tcp,http,SF,297,714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,87,255,1,0,0.01,0.03,0,0,0,0,0,46.46.38.242
828,0,tcp,http,SF,234,1016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0,0,88.7.46.205
829,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,16,1,1,0,0,0.08,0.07,0,255,16,0.06,0.07,0,0,1,1,0,0,1,120.193.194.119
830,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,15,0,0,1,1,0.13,0.08,0,255,15,0.06,0.06,0,0,0,0,1,1,1,21.178.57.135
831,0,tcp,http,SF,208,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0,0,188.146.35.57
832,1,tcp,smtp,SF,988,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,190,169,0.68,0.02,0.01,0.01,0,0,0,0,0,219.130.184.179
833,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0.01,0,0,0,0,0,1,99.245.106.135
834,1,tcp,smtp,SF,1822,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,80,0.31,0.03,0,0,0,0,0.6,0,0,38.55.157.185
835,0,tcp,http,SF,231,12978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,115,255,1,0,0.01,0.02,0,0,0,0,0,5.52.150.150
836,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,131,0.51,0.44,0,0,0.4,0.79,0.43,0.02,1,71.122.130.178
837,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,7,6,0.86,0.29,0.86,0,0,0,0,0,1,116.164.58.56
838,0,udp,private,SF,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,503,0,0,0,0,1,0,0,255,255,1,0,0.82,0,0,0,0,0,0,125.145.162.146
839,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,146,0,0,0,0,0.99,0.03,0.01,255,254,1,0.01,0.01,0,0,0,0,0,0,145.201.236.32
840,282,tcp,ftp,SF,164,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,31,0.12,0.03,0,0,0.4,0,0.02,0,1,114.54.234.221
841,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,13,0,0,1,1,0.05,0.07,0,255,13,0.05,0.07,0,0,0,0,1,1,1,77.254.241.166
842,0,tcp,http,SF,310,2418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,230,255,1,0,0,0.04,0,0,0,0,0,82.10.215.189
843,0,tcp,http,SF,207,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,181,1,0,0.5,0.04,0,0,0,0,0,76.219.147.154
844,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,14,0,0,1,1,0.06,0.06,0,255,14,0.05,0.06,0,0,0,0,0.99,1,1,54.15.117.13
845,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,107,0.42,0.03,0,0,0.12,0.29,0.11,0.12,1,177.50.230.40
846,848,tcp,http,RSTR,20004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,72,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.4,0.41,1,193.224.18.86
